#Number of Records in Grid: 327
#Number of Samples in Grid: 327
#Grid Interval in Scan Direction: 32
#Grid Interval in Pix Direction: 32
#  Latitude  Longitude Slant Range Incidence_Angle
 20.445676  70.916161 624397.669576  33.393138
 20.445615  70.921680 624085.587924  33.344537
 20.445554  70.927198 623773.908975  33.295891
 20.445493  70.932717 623462.633793  33.247200
 20.445431  70.938235 623151.762981  33.198463
 20.445370  70.943753 622841.297145  33.149680
 20.445308  70.949272 622531.236894  33.100851
 20.445246  70.954790 622221.582835  33.051976
 20.445184  70.960309 621912.335295  33.003056
 20.445122  70.965827 621603.495007  32.954087
 20.445060  70.971345 621295.062365  32.905074
 20.444997  70.976863 620987.038346  32.856015
 20.444934  70.982382 620679.423561  32.806910
 20.444871  70.987900 620372.218618  32.757760
 20.444808  70.993418 620065.424123  32.708563
 20.444745  70.998936 619759.040693  32.659320
 20.444681  71.004455 619453.068871  32.610029
 20.444618  71.009973 619147.508808  32.560694
 20.444554  71.015491 618842.361637  32.511313
 20.444490  71.021009 618537.627971  32.461887
 20.444426  71.026527 618233.308424  32.412414
 20.444362  71.032045 617929.403606  32.362895
 20.444297  71.037563 617625.914129  32.313329
 20.444232  71.043081 617322.840613  32.263718
 20.444168  71.048599 617020.184034  32.214059
 20.444103  71.054117 616717.944199  32.164356
 20.444037  71.059635 616416.122157  32.114606
 20.443972  71.065153 616114.718525  32.064811
 20.443907  71.070671 615813.733916  32.014969
 20.443841  71.076189 615513.168946  31.965082
 20.443775  71.081707 615213.024227  31.915148
 20.443709  71.087225 614913.301327  31.865168
 20.443643  71.092742 614614.000617  31.815141
 20.443576  71.098260 614315.121570  31.765068
 20.443510  71.103778 614016.665239  31.714950
 20.443443  71.109296 613718.632241  31.664786
 20.443376  71.114813 613421.023193  31.614576
 20.443309  71.120331 613123.838712  31.564320
 20.443242  71.125849 612827.079876  31.514017
 20.443174  71.131367 612530.748954  31.463668
 20.443107  71.136884 612234.844453  31.413274
 20.443039  71.142402 611939.367274  31.362831
 20.442971  71.147919 611644.317391  31.312344
 20.442903  71.153437 611349.695787  31.261811
 20.442834  71.158955 611055.503080  31.211232
 20.442766  71.164472 610761.739889  31.160606
 20.442697  71.169990 610468.408402  31.109935
 20.442628  71.175507 610175.508604  31.059217
 20.442559  71.181025 609883.040186  31.008454
 20.442490  71.186542 609591.004055  30.957642
 20.442421  71.192060 609299.400174  30.906786
 20.442351  71.197577 609008.229535  30.855884
 20.442281  71.203094 608717.492759  30.804936
 20.442212  71.208612 608427.190541  30.753942
 20.442142  71.214129 608137.324321  30.702902
 20.442071  71.219646 -9999.000000 -9999.000000
 20.442001  71.225164 -9999.000000 -9999.000000
 20.441930  71.230681 -9999.000000 -9999.000000
 20.441860  71.236198 -9999.000000 -9999.000000
 20.441789  71.241715 -9999.000000 -9999.000000
 20.441718  71.247233 -9999.000000 -9999.000000
 20.441646  71.252750 -9999.000000 -9999.000000
 20.441575  71.258267 -9999.000000 -9999.000000
 20.441503  71.263784 -9999.000000 -9999.000000
 20.441431  71.269301 -9999.000000 -9999.000000
 20.441359  71.274818 -9999.000000 -9999.000000
 20.441287  71.280335 -9999.000000 -9999.000000
 20.441215  71.285852 -9999.000000 -9999.000000
 20.441142  71.291369 -9999.000000 -9999.000000
 20.441070  71.296886 -9999.000000 -9999.000000
 20.440997  71.302403 -9999.000000 -9999.000000
 20.440924  71.307920 -9999.000000 -9999.000000
 20.440851  71.313437 -9999.000000 -9999.000000
 20.440777  71.318954 -9999.000000 -9999.000000
 20.440704  71.324471 -9999.000000 -9999.000000
 20.440630  71.329988 -9999.000000 -9999.000000
 20.440556  71.335504 -9999.000000 -9999.000000
 20.440482  71.341021 -9999.000000 -9999.000000
 20.440408  71.346538 -9999.000000 -9999.000000
 20.440333  71.352055 -9999.000000 -9999.000000
 20.440259  71.357571 -9999.000000 -9999.000000
 20.440184  71.363088 -9999.000000 -9999.000000
 20.440109  71.368605 -9999.000000 -9999.000000
 20.440034  71.374121 -9999.000000 -9999.000000
 20.439959  71.379638 -9999.000000 -9999.000000
 20.439883  71.385155 -9999.000000 -9999.000000
 20.439808  71.390671 -9999.000000 -9999.000000
 20.439732  71.396188 -9999.000000 -9999.000000
 20.439656  71.401704 -9999.000000 -9999.000000
 20.439580  71.407221 -9999.000000 -9999.000000
 20.449961  69.607825 -9999.000000 -9999.000000
 20.449940  69.613345 -9999.000000 -9999.000000
 20.449920  69.618866 -9999.000000 -9999.000000
 20.449901  69.624388 -9999.000000 -9999.000000
 20.449881  69.629909 -9999.000000 -9999.000000
 20.449861  69.635431 -9999.000000 -9999.000000
 20.449840  69.640952 -9999.000000 -9999.000000
 20.449820  69.646473 -9999.000000 -9999.000000
 20.449799  69.651995 -9999.000000 -9999.000000
 20.449778  69.657516 -9999.000000 -9999.000000
 20.449758  69.663038 -9999.000000 -9999.000000
 20.449736  69.668559 -9999.000000 -9999.000000
 20.449715  69.674080 -9999.000000 -9999.000000
 20.449694  69.679602 -9999.000000 -9999.000000
 20.449672  69.685123 -9999.000000 -9999.000000
 20.449650  69.690644 -9999.000000 -9999.000000
 20.449628  69.696166 -9999.000000 -9999.000000
 20.449606  69.701687 -9999.000000 -9999.000000
 20.449584  69.707208 -9999.000000 -9999.000000
 20.449561  69.712730 -9999.000000 -9999.000000
 20.449538  69.718251 -9999.000000 -9999.000000
 20.449516  69.723772 -9999.000000 -9999.000000
 20.449492  69.729294 -9999.000000 -9999.000000
 20.449469  69.734815 -9999.000000 -9999.000000
 20.449446  69.740336 -9999.000000 -9999.000000
 20.449422  69.745857 -9999.000000 -9999.000000
 20.449398  69.751379 -9999.000000 -9999.000000
 20.449375  69.756900 -9999.000000 -9999.000000
 20.449350  69.762421 -9999.000000 -9999.000000
 20.449326  69.767942 -9999.000000 -9999.000000
 20.449302  69.773464 -9999.000000 -9999.000000
 20.449277  69.778985 -9999.000000 -9999.000000
 20.449252  69.784506 -9999.000000 -9999.000000
 20.449227  69.790027 -9999.000000 -9999.000000
 20.449202  69.795548 -9999.000000 -9999.000000
 20.449177  69.801069 -9999.000000 -9999.000000
 20.449151  69.806591 -9999.000000 -9999.000000
 20.449126  69.812112 -9999.000000 -9999.000000
 20.449100  69.817633 -9999.000000 -9999.000000
 20.449074  69.823154 -9999.000000 -9999.000000
 20.449048  69.828675 -9999.000000 -9999.000000
 20.449021  69.834196 -9999.000000 -9999.000000
 20.448995  69.839718 -9999.000000 -9999.000000
 20.448968  69.845239 -9999.000000 -9999.000000
 20.448941  69.850760 -9999.000000 -9999.000000
 20.448914  69.856281 -9999.000000 -9999.000000
 20.448887  69.861802 -9999.000000 -9999.000000
 20.448859  69.867323 -9999.000000 -9999.000000
 20.448832  69.872844 -9999.000000 -9999.000000
 20.448804  69.878365 -9999.000000 -9999.000000
 20.448776  69.883886 -9999.000000 -9999.000000
 20.448748  69.889407 -9999.000000 -9999.000000
 20.448719  69.894928 -9999.000000 -9999.000000
 20.448691  69.900449 -9999.000000 -9999.000000
 20.448662  69.905970 -9999.000000 -9999.000000
 20.448633  69.911491 -9999.000000 -9999.000000
 20.448604  69.917012 -9999.000000 -9999.000000
 20.448575  69.922533 -9999.000000 -9999.000000
 20.448546  69.928054 -9999.000000 -9999.000000
 20.448516  69.933575 -9999.000000 -9999.000000
 20.448487  69.939096 -9999.000000 -9999.000000
 20.448457  69.944617 -9999.000000 -9999.000000
 20.448427  69.950138 -9999.000000 -9999.000000
 20.448397  69.955659 -9999.000000 -9999.000000
 20.448366  69.961180 -9999.000000 -9999.000000
 20.448336  69.966701 -9999.000000 -9999.000000
 20.448305  69.972222 -9999.000000 -9999.000000
 20.448274  69.977743 -9999.000000 -9999.000000
 20.448243  69.983263 -9999.000000 -9999.000000
 20.448211  69.988784 -9999.000000 -9999.000000
 20.448180  69.994305 -9999.000000 -9999.000000
 20.448148  69.999826 -9999.000000 -9999.000000
 20.448117  70.005347 -9999.000000 -9999.000000
 20.448085  70.010868 -9999.000000 -9999.000000
 20.448052  70.016388 -9999.000000 -9999.000000
 20.448020  70.021909 -9999.000000 -9999.000000
 20.447988  70.027430 -9999.000000 -9999.000000
 20.447955  70.032951 -9999.000000 -9999.000000
 20.447922  70.038472 -9999.000000 -9999.000000
 20.447889  70.043992 -9999.000000 -9999.000000
 20.447856  70.049513 -9999.000000 -9999.000000
 20.447822  70.055034 -9999.000000 -9999.000000
 20.447789  70.060555 -9999.000000 -9999.000000
 20.447755  70.066075 -9999.000000 -9999.000000
 20.447721  70.071596 -9999.000000 -9999.000000
 20.447687  70.077117 -9999.000000 -9999.000000
 20.447653  70.082637 -9999.000000 -9999.000000
 20.447618  70.088158 -9999.000000 -9999.000000
 20.447584  70.093679 -9999.000000 -9999.000000
 20.447549  70.099199 -9999.000000 -9999.000000
 20.447514  70.104720 -9999.000000 -9999.000000
 20.447479  70.110241 -9999.000000 -9999.000000
 20.447444  70.115761 -9999.000000 -9999.000000
 20.447408  70.121282 -9999.000000 -9999.000000
 20.447373  70.126802 -9999.000000 -9999.000000
 20.447337  70.132323 -9999.000000 -9999.000000
 20.447301  70.137843 -9999.000000 -9999.000000
 20.447264  70.143364 -9999.000000 -9999.000000
 20.447228  70.148885 -9999.000000 -9999.000000
 20.447192  70.154405 -9999.000000 -9999.000000
 20.447155  70.159926 -9999.000000 -9999.000000
 20.447118  70.165446 -9999.000000 -9999.000000
 20.447081  70.170967 -9999.000000 -9999.000000
 20.447044  70.176487 -9999.000000 -9999.000000
 20.447006  70.182008 -9999.000000 -9999.000000
 20.446969  70.187528 -9999.000000 -9999.000000
 20.446931  70.193048 -9999.000000 -9999.000000
 20.446893  70.198569 -9999.000000 -9999.000000
 20.446855  70.204089 -9999.000000 -9999.000000
 20.446817  70.209610 -9999.000000 -9999.000000
 20.446778  70.215130 -9999.000000 -9999.000000
 20.446740  70.220650 -9999.000000 -9999.000000
 20.446701  70.226171 -9999.000000 -9999.000000
 20.446662  70.231691 -9999.000000 -9999.000000
 20.446623  70.237212 -9999.000000 -9999.000000
 20.446583  70.242732 -9999.000000 -9999.000000
 20.446544  70.248252 -9999.000000 -9999.000000
 20.446504  70.253772 -9999.000000 -9999.000000
 20.446464  70.259293 -9999.000000 -9999.000000
 20.446424  70.264813 -9999.000000 -9999.000000
 20.446384  70.270333 -9999.000000 -9999.000000
 20.446344  70.275854 -9999.000000 -9999.000000
 20.446303  70.281374 -9999.000000 -9999.000000
 20.446262  70.286894 -9999.000000 -9999.000000
 20.446221  70.292414 -9999.000000 -9999.000000
 20.446180  70.297934 -9999.000000 -9999.000000
 20.446139  70.303455 -9999.000000 -9999.000000
 20.446098  70.308975 -9999.000000 -9999.000000
 20.446056  70.314495 -9999.000000 -9999.000000
 20.446014  70.320015 -9999.000000 -9999.000000
 20.445972  70.325535 -9999.000000 -9999.000000
 20.445930  70.331055 -9999.000000 -9999.000000
 20.445888  70.336575 -9999.000000 -9999.000000
 20.445845  70.342095 -9999.000000 -9999.000000
 20.445803  70.347616 -9999.000000 -9999.000000
 20.445760  70.353136 -9999.000000 -9999.000000
 20.445717  70.358656 -9999.000000 -9999.000000
 20.445674  70.364176 -9999.000000 -9999.000000
 20.445630  70.369696 -9999.000000 -9999.000000
 20.445587  70.375216 -9999.000000 -9999.000000
 20.445543  70.380736 -9999.000000 -9999.000000
 20.445499  70.386256 -9999.000000 -9999.000000
 20.445455  70.391776 655735.342319  37.795091
 20.445411  70.397296 655387.717605  37.750778
 20.445367  70.402815 655040.440842  37.706420
 20.445322  70.408335 654693.512916  37.662016
 20.445277  70.413855 654346.933642  37.617570
 20.445232  70.419375 654000.704131  37.573079
 20.445187  70.424895 653654.824929  37.528545
 20.445142  70.430415 653309.296470  37.483965
 20.445097  70.435935 652964.119312  37.439342
 20.445051  70.441455 652619.294013  37.394674
 20.445005  70.446974 652274.821488  37.349960
 20.444959  70.452494 651930.701509  37.305203
 20.444913  70.458014 651586.935074  37.260401
 20.444867  70.463534 651243.523932  37.215556
 20.444820  70.469053 650900.467500  37.170665
 20.444774  70.474573 650557.766304  37.125730
 20.444727  70.480093 650215.420906  37.080751
 20.444680  70.485613 649873.431875  37.035726
 20.444633  70.491132 649531.800067  36.990656
 20.444585  70.496652 649190.525377  36.945542
 20.444538  70.502172 648849.609512  36.900384
 20.444490  70.507691 648509.053341  36.855181
 20.444442  70.513211 648168.856369  36.809934
 20.444394  70.518730 647829.019165  36.764641
 20.444346  70.524250 647489.542296  36.719304
 20.444297  70.529770 647150.426659  36.673921
 20.444249  70.535289 646811.672089  36.628494
 20.444200  70.540809 646473.279564  36.583023
 20.444151  70.546328 646135.250738  36.537506
 20.444102  70.551848 645797.585263  36.491945
 20.444053  70.557367 645460.283550  36.446339
 20.444003  70.562887 645123.346171  36.400688
 20.443953  70.568406 644786.774066  36.354990
 20.443904  70.573926 644450.566995  36.309249
 20.443854  70.579445 644114.725981  36.263463
 20.443804  70.584964 643779.251550  36.217632
 20.443753  70.590484 643444.144227  36.171756
 20.443703  70.596003 643109.404690  36.125835
 20.443652  70.601523 642775.033508  36.079869
 20.443601  70.607042 642441.031264  36.033858
 20.443550  70.612561 642107.398852  35.987800
 20.443499  70.618081 641774.136131  35.941699
 20.443447  70.623600 641441.244082  35.895552
 20.443396  70.629119 641108.722322  35.849361
 20.443344  70.634638 640776.572107  35.803124
 20.443292  70.640158 640444.794299  35.756842
 20.443240  70.645677 640113.389482  35.710515
 20.443188  70.651196 639782.358597  35.664141
 20.443135  70.656715 639451.701422  35.617724
 20.443083  70.662234 639121.418983  35.571261
 20.443030  70.667754 638791.511550  35.524753
 20.442977  70.673273 638461.978921  35.478200
 20.442924  70.678792 638132.822775  35.431601
 20.442871  70.684311 637804.043699  35.384957
 20.442817  70.689830 637475.642276  35.338268
 20.442764  70.695349 637147.619416  35.291531
 20.442710  70.700868 636819.974974  35.244751
 20.442656  70.706387 636492.709945  35.197926
 20.442602  70.711906 636165.824287  35.151055
 20.442547  70.717425 635839.318906  35.104139
 20.442493  70.722944 635513.194697  35.057177
 20.442438  70.728463 635187.452248  35.010170
 20.442383  70.733982 634862.092152  34.963117
 20.442328  70.739501 634537.115282  34.916017
 20.442273  70.745020 634212.521573  34.868873
 20.442217  70.750539 633888.311909  34.821684
 20.442162  70.756058 633564.486424  34.774449
 20.442106  70.761577 633241.046240  34.727169
 20.442050  70.767095 632917.991953  34.679843
 20.441994  70.772614 632595.324149  34.632471
 20.441938  70.778133 632273.043766  34.585053
 20.441881  70.783652 631951.150633  34.537590
 20.441825  70.789171 631629.645766  34.490081
 20.441768  70.794689 631308.529270  34.442527
 20.441711  70.800208 630987.801863  34.394928
 20.441654  70.805727 630667.464506  34.347282
 20.441596  70.811245 630347.517797  34.299591
 20.441539  70.816764 630027.962328  34.251855
 20.441481  70.822283 629708.799018  34.204070
 20.441423  70.827801 629390.027747  34.156242
 20.441365  70.833320 629071.649478  34.108368
 20.441307  70.838839 628753.663499  34.060449
 20.441249  70.844357 628436.071753  34.012483
 20.441190  70.849876 628118.874834  33.964472
 20.441132  70.855394 627802.073346  33.916415
 20.441073  70.860913 627485.667888  33.868313
 20.441014  70.866431 627169.659354  33.820162
 20.440954  70.871950 626854.047674  33.771968
 20.440895  70.877468 626538.833122  33.723728
 20.440835  70.882987 626224.016215  33.675442
 20.440776  70.888505 625909.598344  33.627110
 20.440716  70.894023 625595.580109  33.578732
 20.440656  70.899542 625281.962118  33.530309
 20.440595  70.905060 624968.745328  33.481838
 20.440535  70.910578 624655.929548  33.433322
 20.440474  70.916097 624343.515820  33.384761
 20.440413  70.921615 624031.503757  33.336154
 20.440352  70.927133 623719.894873  33.287501
 20.440291  70.932652 623408.689857  33.238802
 20.440230  70.938170 623097.889317  33.190057
 20.440168  70.943688 622787.493856  33.141266
 20.440107  70.949206 622477.504424  33.092427
 20.440045  70.954724 622167.920861  33.043545
 20.439983  70.960243 621858.743966  32.994616
 20.439921  70.965761 621549.974178  32.945641
 20.439858  70.971279 621241.612510  32.896620
 20.439796  70.976797 620933.659570  32.847554
 20.439733  70.982315 620626.115963  32.798441
 20.439670  70.987833 620318.982304  32.749282
 20.439607  70.993351 620012.259531  32.700076
 20.439544  70.998869 619705.947510  32.650825
 20.439480  71.004387 619400.046883  32.601528
 20.439417  71.009905 619094.558559  32.552186
 20.439353  71.015423 618789.483232  32.502797
 20.439289  71.020941 618484.821516  32.453362
 20.439225  71.026459 618180.574022  32.403881
 20.439161  71.031977 617876.741361  32.354354
 20.439096  71.037495 617573.324470  32.304779
 20.439031  71.043012 617270.323229  32.255160
 20.438967  71.048530 616967.738649  32.205495
 20.438902  71.054048 616665.571353  32.155784
 20.438836  71.059566 616363.821955  32.106027
 20.438771  71.065084 616062.491073  32.056223
 20.438706  71.070601 615761.579317  32.006374
 20.438640  71.076119 615461.087303  31.956478
 20.438574  71.081637 615161.015970  31.906535
 20.438508  71.087154 614861.366079  31.856547
 20.438442  71.092672 614562.138119  31.806513
 20.438375  71.098190 614263.332364  31.756433
 20.438309  71.103707 613964.949431  31.706307
 20.438242  71.109225 613666.989935  31.656135
 20.438175  71.114742 613369.454495  31.605917
 20.438108  71.120260 613072.343725  31.555653
 20.438041  71.125777 612775.658985  31.505340
 20.437973  71.131295 612479.401837  31.454984
 20.437906  71.136812 612183.571216  31.404581
 20.437838  71.142330 611888.167739  31.354132
 20.437770  71.147847 611593.192027  31.303638
 20.437702  71.153365 611298.644696  31.253097
 20.437634  71.158882 611004.526370  31.202510
 20.437565  71.164399 610710.837663  31.151876
 20.437497  71.169917 610417.581056  31.101195
 20.437428  71.175434 610124.755860  31.050470
 20.437359  71.180951 609832.362149  30.999698
 20.437290  71.186469 609540.400542  30.948881
 20.437220  71.191986 609248.871662  30.898017
 20.437151  71.197503 608957.776127  30.847107
 20.437081  71.203020 608667.114560  30.796151
 20.437011  71.208537 608376.887645  30.745149
 20.436941  71.214055 608087.097206  30.694099
 20.436871  71.219572 -9999.000000 -9999.000000
 20.436800  71.225089 -9999.000000 -9999.000000
 20.436730  71.230606 -9999.000000 -9999.000000
 20.436659  71.236123 -9999.000000 -9999.000000
 20.436588  71.241640 -9999.000000 -9999.000000
 20.436517  71.247157 -9999.000000 -9999.000000
 20.436446  71.252674 -9999.000000 -9999.000000
 20.436374  71.258191 -9999.000000 -9999.000000
 20.436303  71.263708 -9999.000000 -9999.000000
 20.436231  71.269225 -9999.000000 -9999.000000
 20.436159  71.274742 -9999.000000 -9999.000000
 20.436087  71.280259 -9999.000000 -9999.000000
 20.436015  71.285775 -9999.000000 -9999.000000
 20.435942  71.291292 -9999.000000 -9999.000000
 20.435870  71.296809 -9999.000000 -9999.000000
 20.435797  71.302326 -9999.000000 -9999.000000
 20.435724  71.307843 -9999.000000 -9999.000000
 20.435651  71.313359 -9999.000000 -9999.000000
 20.435577  71.318876 -9999.000000 -9999.000000
 20.435504  71.324393 -9999.000000 -9999.000000
 20.435430  71.329909 -9999.000000 -9999.000000
 20.435356  71.335426 -9999.000000 -9999.000000
 20.435282  71.340943 -9999.000000 -9999.000000
 20.435208  71.346459 -9999.000000 -9999.000000
 20.435133  71.351976 -9999.000000 -9999.000000
 20.435059  71.357492 -9999.000000 -9999.000000
 20.434984  71.363009 -9999.000000 -9999.000000
 20.434909  71.368525 -9999.000000 -9999.000000
 20.434834  71.374042 -9999.000000 -9999.000000
 20.434759  71.379558 -9999.000000 -9999.000000
 20.434683  71.385074 -9999.000000 -9999.000000
 20.434608  71.390591 -9999.000000 -9999.000000
 20.434532  71.396107 -9999.000000 -9999.000000
 20.434456  71.401624 -9999.000000 -9999.000000
 20.434380  71.407140 -9999.000000 -9999.000000
 20.444757  69.607805 -9999.000000 -9999.000000
 20.444736  69.613324 -9999.000000 -9999.000000
 20.444716  69.618846 -9999.000000 -9999.000000
 20.444696  69.624367 -9999.000000 -9999.000000
 20.444677  69.629888 -9999.000000 -9999.000000
 20.444657  69.635409 -9999.000000 -9999.000000
 20.444636  69.640931 -9999.000000 -9999.000000
 20.444616  69.646452 -9999.000000 -9999.000000
 20.444595  69.651973 -9999.000000 -9999.000000
 20.444574  69.657494 -9999.000000 -9999.000000
 20.444554  69.663015 -9999.000000 -9999.000000
 20.444532  69.668536 -9999.000000 -9999.000000
 20.444511  69.674058 -9999.000000 -9999.000000
 20.444490  69.679579 -9999.000000 -9999.000000
 20.444468  69.685100 -9999.000000 -9999.000000
 20.444446  69.690621 -9999.000000 -9999.000000
 20.444424  69.696142 -9999.000000 -9999.000000
 20.444402  69.701663 -9999.000000 -9999.000000
 20.444380  69.707185 -9999.000000 -9999.000000
 20.444357  69.712706 -9999.000000 -9999.000000
 20.444334  69.718227 -9999.000000 -9999.000000
 20.444312  69.723748 -9999.000000 -9999.000000
 20.444289  69.729269 -9999.000000 -9999.000000
 20.444265  69.734790 -9999.000000 -9999.000000
 20.444242  69.740311 -9999.000000 -9999.000000
 20.444218  69.745832 -9999.000000 -9999.000000
 20.444195  69.751353 -9999.000000 -9999.000000
 20.444171  69.756874 -9999.000000 -9999.000000
 20.444147  69.762395 -9999.000000 -9999.000000
 20.444122  69.767916 -9999.000000 -9999.000000
 20.444098  69.773437 -9999.000000 -9999.000000
 20.444073  69.778959 -9999.000000 -9999.000000
 20.444048  69.784480 -9999.000000 -9999.000000
 20.444023  69.790001 -9999.000000 -9999.000000
 20.443998  69.795522 -9999.000000 -9999.000000
 20.443973  69.801043 -9999.000000 -9999.000000
 20.443947  69.806564 -9999.000000 -9999.000000
 20.443922  69.812084 -9999.000000 -9999.000000
 20.443896  69.817605 -9999.000000 -9999.000000
 20.443870  69.823126 -9999.000000 -9999.000000
 20.443844  69.828647 -9999.000000 -9999.000000
 20.443817  69.834168 -9999.000000 -9999.000000
 20.443791  69.839689 -9999.000000 -9999.000000
 20.443764  69.845210 -9999.000000 -9999.000000
 20.443737  69.850731 -9999.000000 -9999.000000
 20.443710  69.856252 -9999.000000 -9999.000000
 20.443683  69.861773 -9999.000000 -9999.000000
 20.443655  69.867294 -9999.000000 -9999.000000
 20.443628  69.872815 -9999.000000 -9999.000000
 20.443600  69.878336 -9999.000000 -9999.000000
 20.443572  69.883856 -9999.000000 -9999.000000
 20.443544  69.889377 -9999.000000 -9999.000000
 20.443516  69.894898 -9999.000000 -9999.000000
 20.443487  69.900419 -9999.000000 -9999.000000
 20.443459  69.905940 -9999.000000 -9999.000000
 20.443430  69.911461 -9999.000000 -9999.000000
 20.443401  69.916981 -9999.000000 -9999.000000
 20.443372  69.922502 -9999.000000 -9999.000000
 20.443342  69.928023 -9999.000000 -9999.000000
 20.443313  69.933544 -9999.000000 -9999.000000
 20.443283  69.939065 -9999.000000 -9999.000000
 20.443253  69.944585 -9999.000000 -9999.000000
 20.443223  69.950106 -9999.000000 -9999.000000
 20.443193  69.955627 -9999.000000 -9999.000000
 20.443162  69.961147 -9999.000000 -9999.000000
 20.443132  69.966668 -9999.000000 -9999.000000
 20.443101  69.972189 -9999.000000 -9999.000000
 20.443070  69.977710 -9999.000000 -9999.000000
 20.443039  69.983230 -9999.000000 -9999.000000
 20.443008  69.988751 -9999.000000 -9999.000000
 20.442976  69.994272 -9999.000000 -9999.000000
 20.442945  69.999792 -9999.000000 -9999.000000
 20.442913  70.005313 -9999.000000 -9999.000000
 20.442881  70.010834 -9999.000000 -9999.000000
 20.442849  70.016354 -9999.000000 -9999.000000
 20.442817  70.021875 -9999.000000 -9999.000000
 20.442784  70.027395 -9999.000000 -9999.000000
 20.442751  70.032916 -9999.000000 -9999.000000
 20.442719  70.038437 -9999.000000 -9999.000000
 20.442685  70.043957 -9999.000000 -9999.000000
 20.442652  70.049478 -9999.000000 -9999.000000
 20.442619  70.054998 -9999.000000 -9999.000000
 20.442585  70.060519 -9999.000000 -9999.000000
 20.442552  70.066039 -9999.000000 -9999.000000
 20.442518  70.071560 -9999.000000 -9999.000000
 20.442484  70.077080 -9999.000000 -9999.000000
 20.442449  70.082601 -9999.000000 -9999.000000
 20.442415  70.088121 -9999.000000 -9999.000000
 20.442380  70.093642 -9999.000000 -9999.000000
 20.442346  70.099162 -9999.000000 -9999.000000
 20.442311  70.104683 -9999.000000 -9999.000000
 20.442276  70.110203 -9999.000000 -9999.000000
 20.442240  70.115724 -9999.000000 -9999.000000
 20.442205  70.121244 -9999.000000 -9999.000000
 20.442169  70.126764 -9999.000000 -9999.000000
 20.442133  70.132285 -9999.000000 -9999.000000
 20.442097  70.137805 -9999.000000 -9999.000000
 20.442061  70.143326 -9999.000000 -9999.000000
 20.442025  70.148846 -9999.000000 -9999.000000
 20.441988  70.154366 -9999.000000 -9999.000000
 20.441952  70.159887 -9999.000000 -9999.000000
 20.441915  70.165407 -9999.000000 -9999.000000
 20.441878  70.170927 -9999.000000 -9999.000000
 20.441840  70.176447 -9999.000000 -9999.000000
 20.441803  70.181968 -9999.000000 -9999.000000
 20.441766  70.187488 -9999.000000 -9999.000000
 20.441728  70.193008 -9999.000000 -9999.000000
 20.441690  70.198529 -9999.000000 -9999.000000
 20.441652  70.204049 -9999.000000 -9999.000000
 20.441613  70.209569 -9999.000000 -9999.000000
 20.441575  70.215089 -9999.000000 -9999.000000
 20.441536  70.220609 -9999.000000 -9999.000000
 20.441498  70.226130 -9999.000000 -9999.000000
 20.441459  70.231650 -9999.000000 -9999.000000
 20.441420  70.237170 -9999.000000 -9999.000000
 20.441380  70.242690 -9999.000000 -9999.000000
 20.441341  70.248210 -9999.000000 -9999.000000
 20.441301  70.253730 -9999.000000 -9999.000000
 20.441261  70.259250 -9999.000000 -9999.000000
 20.441221  70.264770 -9999.000000 -9999.000000
 20.441181  70.270291 -9999.000000 -9999.000000
 20.441141  70.275811 -9999.000000 -9999.000000
 20.441100  70.281331 -9999.000000 -9999.000000
 20.441059  70.286851 -9999.000000 -9999.000000
 20.441018  70.292371 -9999.000000 -9999.000000
 20.440977  70.297891 -9999.000000 -9999.000000
 20.440936  70.303411 -9999.000000 -9999.000000
 20.440895  70.308931 -9999.000000 -9999.000000
 20.440853  70.314451 -9999.000000 -9999.000000
 20.440811  70.319971 -9999.000000 -9999.000000
 20.440769  70.325491 -9999.000000 -9999.000000
 20.440727  70.331010 -9999.000000 -9999.000000
 20.440685  70.336530 -9999.000000 -9999.000000
 20.440643  70.342050 -9999.000000 -9999.000000
 20.440600  70.347570 -9999.000000 -9999.000000
 20.440557  70.353090 -9999.000000 -9999.000000
 20.440514  70.358610 -9999.000000 -9999.000000
 20.440471  70.364130 -9999.000000 -9999.000000
 20.440428  70.369650 -9999.000000 -9999.000000
 20.440384  70.375169 -9999.000000 -9999.000000
 20.440340  70.380689 -9999.000000 -9999.000000
 20.440297  70.386209 -9999.000000 -9999.000000
 20.440253  70.391729 -9999.000000 -9999.000000
 20.440208  70.397248 -9999.000000 -9999.000000
 20.440164  70.402768 -9999.000000 -9999.000000
 20.440119  70.408288 -9999.000000 -9999.000000
 20.440075  70.413808 -9999.000000 -9999.000000
 20.440030  70.419327 653940.680007  37.565400
 20.439985  70.424847 653594.861885  37.520857
 20.439939  70.430367 653249.394599  37.476270
 20.439894  70.435886 652904.279066  37.431638
 20.439848  70.441406 652559.515047  37.386962
 20.439803  70.446926 652215.103545  37.342242
 20.439757  70.452445 651871.045121  37.297477
 20.439710  70.457965 651527.340336  37.252668
 20.439664  70.463484 651183.990938  37.207815
 20.439618  70.469004 650840.996358  37.162917
 20.439571  70.474524 650498.357109  37.117974
 20.439524  70.480043 650156.074055  37.072985
 20.439477  70.485563 649814.147078  37.027953
 20.439430  70.491082 649472.577125  36.982877
 20.439383  70.496602 649131.364765  36.937756
 20.439335  70.502121 648790.511311  36.892590
 20.439287  70.507640 648450.017661  36.847380
 20.439239  70.513160 648109.883309  36.802124
 20.439191  70.518679 647770.109148  36.756823
